Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-08-22,15.7592,16.0974,15.7592,15.8587,8601.8871792458
2023-08-23,15.8587,16.0974,15.8587,16.0974,5808.6358972729
2023-08-24,16.0179,16.177,15.9184,16.0179,1710.7282050802
2023-08-25,16.0577,16.1173,15.8189,15.8985,5463.8769229236
2023-08-28,15.9184,16.177,15.6995,15.7194,9870.358974082
2023-08-29,15.7393,16.0179,15.7393,16.0179,5636.7589742008
2023-08-30,16.0179,16.1173,15.8189,15.8587,4061.7230768091
2023-08-31,15.8587,16.0179,15.7791,15.8189,7796.7794869607
2023-09-01,15.8985,16.0179,15.8189,15.8786,5008.5538460133
2023-09-04,15.8786,16.2566,15.799,16.0378,7445.9897433808
2023-09-05,16.0378,16.1173,15.8189,15.9184,5601.5794870223
2023-09-06,15.8985,15.8985,15.6,15.6,22479.692307061
2023-09-07,15.6398,15.799,15.3214,15.401,30987.097435028
2023-09-08,15.401,15.6199,15.401,15.4408,10824.225640722
2023-09-11,15.6,15.6,15.3214,15.5005,3709.9282050241
2023-09-12,15.4209,15.6199,15.4209,15.5602,6331.3025639249
2023-09-13,15.4408,15.6199,15.4209,15.4607,4208.4717947537
2023-09-14,15.4607,15.5801,15.2219,15.3214,10521.682050987
2023-09-15,15.2219,15.5005,14.7245,14.7245,19566.830768682
2023-09-18,14.7245,15.023,14.4857,14.9036,9322.5641023025
2023-09-19,14.8638,15.202,14.8638,15.1224,4938.1948716563
2023-09-20,15.1224,15.3811,14.7444,15.3612,3906.9333332237
2023-09-21,16.7143,16.7143,15.7194,15.7592,39789.005127089
2023-09-22,15.9184,16.1969,15.6199,15.7791,16017.723076474
2023-09-25,16.0378,16.1173,15.7791,15.8189,12479.671794522
2023-09-26,15.8388,15.8388,15.4607,15.4607,10413.128204836
2023-09-27,15.5204,15.6796,14.7444,15.4607,18338.564102049
2023-09-28,15.4209,15.4209,14.824,15.1821,19133.620512284
2023-09-29,15.0429,15.2816,15.0429,15.2219,4304.9641024433
2023-10-02,15.1224,15.6597,15.0827,15.1026,16514.256409793
2023-10-03,15.1026,15.6199,15.0827,15.4209,9296.4307689699
2023-10-04,15.3214,15.4607,15.0827,15.1821,5610.6256408682
2023-10-05,15.1821,15.4408,15.0827,15.3214,31177.066665792
2023-10-06,15.1423,15.3811,15.0827,15.2617,3770.2358973301
2023-10-09,15.1224,15.2219,15.0031,15.1224,4018.5025639898
2023-10-10,15.023,15.3214,15.023,15.1423,5720.1846152241
2023-10-11,15.0429,15.1821,15.0031,15.023,9200.9435894854
2023-10-12,15.023,15.1622,14.9235,15.0031,9220.0410253823
2023-10-13,14.9235,15.1622,14.9235,15.023,40608.184614245
2023-10-16,15.023,15.023,14.7842,15.0031,12674.666666311
2023-10-17,14.9235,15.3015,14.9235,15.202,20849.374358389
2023-10-18,15.1423,15.3015,15.0429,15.0429,6043.8358972663
2023-10-19,15.1224,15.1821,14.9633,15.0429,3173.1897435007
2023-10-20,14.9832,15.5403,14.9832,15.0827,11772.061538131
2023-10-23,15.0827,15.3413,14.824,15.0628,13057.620512454
2023-10-24,15.0429,15.1622,14.9235,15.1224,5336.2256408759
2023-10-25,15.023,15.1622,15.0031,15.1026,9985.9487176685
2023-10-26,15.0429,15.2219,14.9434,15.0628,19937.723076364
2023-10-27,15.0628,15.0628,14.9434,15.0031,17618.892307198
2023-10-30,15.0031,15.023,14.9235,14.9832,14422.58461498
2023-10-31,15.023,15.1026,14.9235,15.1026,10852.369230465
2023-11-02,15.1026,15.2816,15.023,15.1224,6821.8051280137
2023-11-03,15.023,15.2219,14.9434,15.023,11858.50256377
2023-11-06,15.1224,15.1224,14.9434,15.0031,9440.1641022992
2023-11-07,15.0827,15.0827,14.8439,14.9036,6545.3948716112
2023-11-08,14.9036,15.1026,14.9036,15.023,10301.55897407
2023-11-09,15.023,15.023,14.824,14.824,14032.594871401
2023-11-10,14.8638,15.0031,14.824,14.9036,6671.0358972487
2023-11-13,14.8638,14.9235,14.4857,14.5056,19071.302563567
2023-11-14,14.625,14.7245,14.0281,14.5056,18596.88205076
2023-11-15,14.6051,14.8041,14.3265,14.7046,18496.36923025
2023-11-16,14.625,14.824,14.3265,14.3663,29112.533332516
2023-11-17,14.3663,14.7245,14.3464,14.5653,9331.6102561484
2023-11-20,14.7245,14.8041,14.5255,14.6648,4461.7641024389
2023-11-21,14.6648,14.8041,14.5454,14.6847,8237.0256407945
2023-11-22,14.6847,14.824,14.6051,14.6051,8321.4564100229
2023-11-23,14.5454,14.5454,13.9286,14.0281,50817.271793446
2023-11-24,13.9883,14.3265,13.9684,14.3265,16672.061537994
2023-11-27,14.3265,14.426,14.1474,14.3265,25366.420512109
2023-11-28,14.5255,14.6847,14.2469,14.2668,17061.046153367
2023-11-29,14.3862,14.3862,14.1276,14.2867,13026.461538096
2023-11-30,14.3663,14.3663,14.0679,14.1474,11524.799999677
2023-12-01,14.2071,14.7643,14.0878,14.7643,247995.28204432
2023-12-04,15.1224,15.4209,14.9633,15.2219,64199.548716147
2023-12-05,15.2816,15.6398,15.2816,15.5801,107390.9128175
2023-12-06,15.6199,15.8388,15.3214,15.8388,99914.769227965
2023-12-07,15.9184,15.998,15.799,15.9383,57895.38461376
2023-12-08,15.998,16.0776,15.7194,15.9582,59133.702562443
2023-12-11,15.9781,16.2367,15.9781,16.1372,27509.353845382
2023-12-12,16.1571,16.2765,16.1372,16.2168,43692.923075697
2023-12-13,16.2566,16.3959,15.7791,16.177,42648.594870598
2023-12-14,16.0179,16.177,15.8189,15.8786,32538.010255497
2023-12-15,15.8189,15.9184,15.4607,15.8985,98884.512817738
2023-12-18,15.9184,16.0179,15.7194,15.7194,29663.343588911
2023-12-19,15.6398,15.9184,15.5204,15.6398,17174.625640544
2023-12-20,15.6199,15.7592,15.4209,15.5602,20113.620512256
2023-12-21,15.4209,15.5204,15.2219,15.4209,30678.523076062
2023-12-22,15.4209,15.9184,15.0429,15.8587,44613.620511569
2023-12-27,15.8786,16.2168,15.6199,15.6995,56647.015383026
2023-12-28,15.401,15.4209,14.9434,15.3811,60589.128203428
2023-12-29,15.401,15.4209,15.023,15.3811,31323.815383736
